"","profile pic","nums/length username","fullname words","nums/length fullname","name==username","description length","external URL","private","#posts","#followers","#follows","fake"
"285","1","Bajo","Corto","Bajo","0","Corto","0","1","Medio","Medio-Alto","Medio-Alto","0"
"286","1","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Medio-Alto","0"
"287","1","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","0"
"288","1","Bajo","Medio","Bajo","0","Corto","0","1","Medio","Medio-Bajo","Medio-Bajo","0"
"289","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"290","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"291","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Alto","1"
"292","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"293","1","Medio","Medio","Bajo","0","Corto","0","1","Medio","Medio-Alto","Medio-Alto","1"
"294","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"295","0","Medio","Corto","Medio","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"296","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Alto","1"
"297","1","Medio","Corto","Bajo","0","Corto","0","1","Medio","Bajo","Bajo","1"
"298","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"299","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"300","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"301","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"302","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"303","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"304","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"305","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"306","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"307","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"308","1","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"309","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"310","0","Medio","Corto","Bajo","0","Corto","0","1","Alto","Bajo","Medio-Alto","1"
"311","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"312","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"313","0","Medio","Corto","Medio","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"314","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Bajo","1"
"315","1","Alto","Corto","Bajo","0","Corto","0","1","Medio","Bajo","Medio-Bajo","1"
"316","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"317","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"318","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"319","1","Bajo","Corto","Bajo","0","Corto","0","1","Medio","Bajo","Bajo","1"
"320","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Alto","1"
"321","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"322","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Alto","1"
"323","1","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"324","0","Bajo","Corto","Medio","0","Corto","0","1","Bajo","Medio-Alto","Alto","1"
"325","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"326","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"327","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"328","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Alto","1"
"329","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"330","0","Medio","Corto","Medio","1","Corto","0","1","Bajo","Bajo","Bajo","1"
"331","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"332","1","Alto","Corto","Medio","0","Corto","0","1","Bajo","Medio-Bajo","Alto","1"
"333","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"334","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"335","0","Medio","Corto","Medio","1","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"336","1","Bajo","Corto","Bajo","1","Corto","0","1","Bajo","Bajo","Bajo","1"
"337","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"338","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"339","1","Medio","Corto","Bajo","0","Corto","0","1","Medio","Medio-Alto","Alto","1"
"340","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"341","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"342","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"343","1","Medio","Medio","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Alto","1"
"344","0","Bajo","Corto","Bajo","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"345","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"346","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"347","1","Medio","Corto","Medio","1","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"348","1","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"349","1","Alto","Corto","Alto","0","Corto","0","1","Alto","Bajo","Medio-Alto","1"
"350","1","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"351","0","Medio","Corto","Medio","1","Medio","0","1","Bajo","Bajo","Bajo","1"
"352","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"353","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"354","1","Bajo","Largo","Bajo","0","Corto","0","0","Alto","Medio-Bajo","Alto","1"
"355","1","Bajo","Corto","Bajo","0","Corto","0","1","Medio","Bajo","Bajo","1"
"356","1","Medio","Corto","Bajo","0","Corto","0","1","Alto","Alto","Alto","1"
"357","1","Bajo","Corto","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Bajo","1"
"358","1","Medio","Corto","Medio","0","Corto","0","1","Bajo","Medio-Alto","Medio-Bajo","1"
"359","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Alto","1"
"360","1","Medio","Corto","Medio","1","Corto","0","1","Bajo","Medio-Bajo","Alto","1"
"361","1","Bajo","Corto","Bajo","0","Corto","0","1","Alto","Medio-Alto","Alto","1"
"362","1","Bajo","Corto","Bajo","0","Corto","0","0","Medio","Medio-Alto","Medio-Bajo","1"
"363","1","Medio","Corto","Medio","1","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"364","1","Medio","Corto","Bajo","0","Corto","0","1","Alto","Medio-Bajo","Medio-Bajo","1"
"365","1","Medio","Corto","Bajo","0","Corto","0","1","Alto","Bajo","Medio-Bajo","1"
"366","0","Bajo","Corto","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Bajo","1"
"367","1","Medio","Corto","Bajo","0","Largo","0","1","Bajo","Bajo","Bajo","1"
"368","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"369","1","Alto","Corto","Medio","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"370","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"371","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"372","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"373","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"374","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"375","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"376","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"377","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"378","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"379","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"380","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Alto","1"
"381","1","Medio","Corto","Bajo","0","Medio","0","0","Bajo","Bajo","Medio-Bajo","1"
"382","0","Medio","Corto","Medio","0","Corto","0","1","Bajo","Bajo","Alto","1"
"383","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"384","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"385","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Alto","1"
"386","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"387","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"388","0","Alto","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"389","1","Medio","Corto","Medio","0","Corto","0","1","Medio","Medio-Bajo","Bajo","1"
"390","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Bajo","Bajo","1"
"391","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"392","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"393","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"394","1","Medio","Corto","Bajo","0","Corto","0","1","Alto","Bajo","Bajo","1"
"395","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"396","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"397","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"398","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"399","1","Bajo","Corto","Bajo","0","Largo","0","0","Medio","Medio-Alto","Alto","1"
"400","1","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"401","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Alto","1"
"402","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"403","1","Bajo","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Alto","1"
"404","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"405","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"406","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"407","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"408","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"409","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"410","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"411","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"412","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"413","1","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"414","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"415","1","Bajo","Medio","Bajo","0","Largo","0","0","Medio","Alto","Medio-Bajo","1"
"416","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"417","1","Medio","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"418","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"419","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"420","1","Medio","Medio","Bajo","0","Corto","0","0","Alto","Alto","Alto","1"
"421","0","Bajo","Medio","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Alto","1"
"422","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"423","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"424","0","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"425","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"426","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"427","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Bajo","1"
"428","1","Medio","Corto","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Alto","1"
"429","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"430","0","Medio","Corto","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Bajo","1"
"431","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"432","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"433","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"434","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"435","1","Medio","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"436","1","Bajo","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Alto","1"
"437","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"438","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"439","1","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"440","1","Medio","Corto","Medio","1","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"441","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"442","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"443","1","Bajo","Medio","Bajo","0","Largo","0","0","Medio","Medio-Alto","Medio-Alto","1"
"444","1","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"445","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Alto","Alto","1"
"446","1","Bajo","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"447","1","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"448","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"449","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"450","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"451","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Medio-Alto","1"
"452","0","Alto","Medio","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"453","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"454","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Alto","1"
"455","1","Bajo","Corto","Bajo","1","Corto","0","1","Bajo","Bajo","Bajo","1"
"456","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"457","1","Bajo","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"458","1","Bajo","Corto","Bajo","1","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"459","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Bajo","1"
"460","1","Bajo","Medio","Bajo","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"461","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Medio-Alto","1"
"462","1","Medio","Corto","Medio","0","Corto","0","1","Bajo","Medio-Bajo","Alto","1"
"463","1","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"464","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"465","1","Medio","Corto","Medio","0","Corto","0","1","Bajo","Bajo","Medio-Bajo","1"
"466","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"467","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Alto","1"
"468","1","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"469","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"470","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"471","1","Medio","Corto","Bajo","0","Medio","0","0","Medio","Medio-Alto","Alto","1"
"472","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"473","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"474","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"475","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"476","1","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Alto","1"
"477","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"478","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"479","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"480","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"481","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"482","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Alto","1"
"483","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Alto","1"
"484","0","Alto","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"485","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Bajo","Bajo","1"
"486","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"487","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"488","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"489","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"490","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"491","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"492","1","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"493","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"494","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"495","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"496","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"497","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"498","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"499","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"500","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"501","0","Alto","Medio","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"502","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"503","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"504","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"505","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"506","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"507","0","Alto","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"508","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Alto","1"
"509","1","Medio","Corto","Bajo","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"510","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"511","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Alto","1"
"512","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Alto","1"
"513","0","Bajo","Corto","Bajo","1","Corto","0","0","Bajo","Bajo","Bajo","1"
"514","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"515","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"516","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"517","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"518","1","Alto","Corto","Medio","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"519","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"520","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"521","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"522","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"523","0","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"524","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"525","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"526","1","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"527","0","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"528","0","Alto","Corto","Alto","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"529","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"530","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"531","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Alto","Alto","1"
"532","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Alto","Alto","1"
"533","0","Alto","Corto","Alto","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"534","0","Medio","Corto","Bajo","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"535","1","Medio","Medio","Medio","0","Corto","0","0","Bajo","Medio-Alto","Alto","1"
"536","1","Medio","Medio","Bajo","0","Corto","0","0","Bajo","Alto","Alto","1"
"537","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Bajo","Bajo","1"
"538","0","Medio","Corto","Bajo","0","Corto","0","0","Medio","Medio-Alto","Alto","1"
"539","0","Bajo","Medio","Bajo","0","Corto","0","0","Bajo","Medio-Alto","Alto","1"
"540","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"541","0","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Alto","Medio-Alto","1"
"542","0","Medio","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Alto","1"
"543","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"544","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"545","0","Medio","Medio","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"546","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"547","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"548","0","Alto","Corto","Alto","1","Corto","0","0","Bajo","Bajo","Medio-Bajo","1"
"549","0","Bajo","Corto","Bajo","1","Corto","0","0","Bajo","Alto","Alto","1"
"550","0","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"551","1","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Bajo","Bajo","1"
"552","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"553","0","Medio","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Alto","Alto","1"
"554","0","Alto","Corto","Bajo","0","Corto","0","0","Bajo","Bajo","Medio-Alto","1"
"555","1","Alto","Corto","Medio","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"556","1","Medio","Corto","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"557","0","Medio","Corto","Medio","1","Corto","0","0","Bajo","Bajo","Bajo","1"
"558","1","Medio","Corto","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Alto","1"
"559","1","Bajo","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Bajo","1"
"560","1","Medio","Corto","Medio","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"561","1","Bajo","Medio","Medio","0","Corto","0","1","Medio","Bajo","Medio-Bajo","1"
"562","0","Alto","Medio","Medio","0","Corto","0","0","Bajo","Medio-Bajo","Medio-Bajo","1"
"563","0","Alto","Corto","Bajo","0","Corto","0","1","Bajo","Medio-Bajo","Medio-Alto","1"
"564","1","Medio","Medio","Bajo","0","Corto","0","0","Medio","Medio-Bajo","Medio-Bajo","1"
"565","1","Medio","Corto","Medio","0","Corto","0","0","Bajo","Bajo","Bajo","1"
"566","1","Alto","Corto","Alto","0","Corto","0","0","Medio","Medio-Bajo","Medio-Alto","1"
"567","1","Medio","Corto","Bajo","0","Corto","0","0","Bajo","Medio-Bajo","Alto","1"
"568","1","Medio","Corto","Bajo","0","Corto","0","1","Alto","Bajo","Medio-Bajo","1"
